日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(土),0,0,0,0,0,0,0
2日(日),0,0,0,0,0,0,0
3日(月),0,0,0,0,0,0,0
4日(火),0,0,0,0,0,0,0
5日(水),127,80773,636,807730,125660,674780,7290
6日(木),0,0,0,0,0,0,0
7日(金),77,42092,547,420920,68870,352050,0
8日(土),67,41013,612,410230,61730,348400,100
9日(日),0,0,0,0,0,0,0
10日(月),0,0,0,0,0,0,0
11日(火),92,52517,571,525170,83050,442120,0
12日(水),86,43832,510,438320,53920,384400,0
13日(木),0,0,0,0,0,0,0
14日(金),43,24913,579,249130,41130,208000,0
15日(土),47,27063,576,270630,60780,209850,0
16日(日),0,0,0,0,0,0,0
17日(月),76,48474,638,484740,59790,424950,0
18日(火),74,53101,718,532010,92470,438540,1000
19日(水),62,36251,585,362510,71170,291340,0
20日(木),0,0,0,0,0,0,0
21日(金),69,52208,757,522080,63590,458490,0
22日(土),61,101324,1661,1015340,56250,956990,2100
23日(日),0,0,0,0,0,0,0
24日(月),96,77065,803,771650,93090,677560,1000
25日(火),72,45331,630,453310,66380,386930,0
26日(水),104,67352,648,677620,85270,588250,4100
27日(木),0,0,0,0,0,0,0
28日(金),79,59704,756,600040,76440,520600,3000
29日(土),67,46787,698,467870,57440,368930,41500
30日(日),0,0,0,0,0,0,0
31日(月),111,119416,1076,1195160,97020,1097140,1000
総数,1410,1019216,723,10204460,1314050,8829320,61090
平均,78.3,56623.1,40.2,566914.4,73002.8,490517.8,3393.9
前月,1958,953639,487,10086450,1271550,8264100,550800
前月比,72.0,106.9,148.4,101.2,103.3,106.8,11.1
前年同月,0,0,0,0,0,0,0
前年同月比,0.0,0.0,0.0,0.0,0.0,0.0,0.0
